Time,Signal
0.002777778,0.9692528460000001
0.005555556,0.8709665360000001
0.008333333,0.7372285080000001
0.011111111,1.00256603
0.013888889,0.87884441
0.016666667,0.800225926
0.019444444,0.7168928880000001
0.022222222,0.921823783
0.025,0.711191869
0.027777778,0.870665257
0.030555556,0.784449252
0.033333333,0.729074577
0.036111111,0.806111968
0.038888889,0.8261976799999999
0.041666667,0.963425034
0.044444444,0.748619556
0.047222222,0.810063814
0.05,0.862069507
0.052777778,0.774982608
0.055555556,0.830125435
0.058333333,0.834236497
0.061111111,1.031048546
0.063888889,0.788494252
0.066666667,0.7552983129999999
0.069444444,0.876553196
0.072222222,0.787184932
0.075,0.767247332
0.077777778,0.6872832179999999
0.080555556,0.7825042010000001
0.083333333,0.855348623
0.086111111,0.7167448510000001
0.088888889,0.763063421
0.091666667,0.8734961489999999
0.094444444,0.799338091
0.097222222,0.7342709629999999
0.1,0.792590973
0.102777778,0.676862918
0.105555556,0.656381365
0.108333333,0.957751009
0.111111111,0.936071668
0.113888889,0.824175772
0.116666667,0.807720497
0.119444444,0.916733988
0.122222222,0.658226889
0.125,0.871462236
0.127777778,0.688837959
0.130555556,0.833537671
0.133333333,0.832995747
0.136111111,0.8422095350000001
0.138888889,0.778470255
0.141666667,0.7830523819999999
0.144444444,0.704337447
0.147222222,0.672532
0.15,0.917213392
0.152777778,0.682079085
0.155555556,0.929939498
0.158333333,0.862699385
0.161111111,0.83424296
0.163888889,0.780374641
0.166666667,0.904300641
0.169444444,1.059243164
0.172222222,0.881145481
0.175,1.010901091
0.177777778,0.913001463
0.180555556,0.88650281
0.183333333,0.992345084
0.186111111,0.9176929030000001
0.188888889,0.911519653
0.191666667,1.001299669
0.194444444,1.185500059
0.197222222,0.984952306
0.2,1.193370139
0.202777778,0.939165669
0.205555556,0.975155861
0.208333333,1.021186413
0.211111111,1.001957093
0.213888889,1.100940241
0.216666667,1.137215373
0.219444444,0.964357119
0.222222222,1.1377048969999999
0.225,1.047263105
0.227777778,1.051019355
0.230555556,1.040375544
0.233333333,0.95338833
0.236111111,0.892531518
0.238888889,0.975697606
0.241666667,0.991184601
0.244444444,1.056335299
0.247222222,0.924969832
0.25,0.80590033
0.252777778,0.899351494
0.255555556,0.82691471
0.258333333,1.005664586
0.261111111,0.907955445
0.263888889,1.047505243
0.266666667,0.989029649
0.269444444,0.80834719
0.272222222,0.944912872
0.275,0.876228559
0.277777778,0.89442215
0.280555556,0.8971846450000001
0.283333333,1.041392261
0.286111111,1.052206653
0.288888889,0.9266554810000001
0.291666667,0.779605089
0.294444444,0.969818013
0.297222222,1.037130344
0.3,0.943210286
0.302777778,0.985320253
